Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Threshold,Baseline Start,Baseline End,Curve Quality,Result Quality Issues
F2,false,BB_sputum,atpE,Unknown,VIC-NFQ-MGB,24.369060325315488,0.9201100111745574,2.680146827970073,Amp,false,7811.974972270511,10,20,,
F3,false,TL_pbs,atpE,Unknown,VIC-NFQ-MGB,19.596097287635736,0.9035986039132377,2.6561914833371674,Amp,false,7811.974972270511,7,15,,
F4,false,TL_pbs,atpE,Unknown,VIC-NFQ-MGB,19.496978081610266,0.9281106156623696,2.640326294360003,Amp,false,7811.974972270511,9,15,,
F5,false,TL_sputum_swab,atpE,Unknown,VIC-NFQ-MGB,25.778362908298945,0.7362343661227906,2.274635294139951,Amp,false,7811.974972270511,16,20,,
F6,false,TL_sputum_swab,atpE,Unknown,VIC-NFQ-MGB,25.75504591706356,0.7625933103223268,2.2632379913483653,Amp,false,7811.974972270511,13,20,,
G1,false,BB_sputumDTT,atpE,Unknown,VIC-NFQ-MGB,25.13177599764729,0.5402383481378927,2.2726643843924235,Amp,false,7811.974972270511,15,19,,
G2,false,BB_sputumDTT,atpE,Unknown,VIC-NFQ-MGB,25.168453205801963,0.5916087910724099,2.2847582768399826,Amp,false,7811.974972270511,16,20,,
G3,false,TL_sputum,atpE,Unknown,VIC-NFQ-MGB,25.816570134962376,0.6758381514970135,2.227688700634358,Amp,false,7811.974972270511,16,20,,
G4,false,TL_sputum,atpE,Unknown,VIC-NFQ-MGB,26.10283722910499,0.6904503340861496,2.2098720614333556,Inconclusive,false,7811.974972270511,12,21,,
G5,false,NTC,atpE,Negative Control (NTC),VIC-NFQ-MGB,33.143748682145095,0.4251326456789871,2.033210138153067,No Amp,false,7811.974972270511,18,26,,
G6,false,NTC,atpE,Negative Control (NTC),VIC-NFQ-MGB,Undetermined,0,1.8214423806996085,No Amp,false,7811.974972270511,20,30,,
H1,false,BB_sputumDTT,atpE,Unknown,VIC-NFQ-MGB,25.56618414669974,0.5139484422050583,2.2453111412752444,Amp,false,7811.974972270511,13,21,,
H2,false,BB_sputumDTT,atpE,Unknown,VIC-NFQ-MGB,22.782482700924277,0.8908393832177743,2.6389220297105354,Amp,false,7811.974972270511,14,18,,
H3,false,TL_sputum,atpE,Unknown,VIC-NFQ-MGB,26.592109069490732,0.7275027357572879,2.2358054706837716,Amp,false,7811.974972270511,12,20,,
H4,false,TL_sputum,atpE,Unknown,VIC-NFQ-MGB,26.365237110794226,0.7670813889530621,2.2316443022765915,Amp,false,7811.974972270511,11,20,,
H5,false,NTC,atpE,Negative Control (NTC),VIC-NFQ-MGB,33.51510651776768,0.21630040092775848,1.9786363643672884,No Amp,false,7811.974972270511,16,26,,
H6,false,NTC,atpE,Negative Control (NTC),VIC-NFQ-MGB,Undetermined,0,,No Amp,false,7811.974972270511,3,34,,
