Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Threshold,Baseline Start,Baseline End,Curve Quality,Result Quality Issues
B5,false,TL_both,atpE,Unknown,VIC-NFQ-MGB,27.21347727755849,0.9400547586081213,2.6541805619541163,Amp,false,37281.211506136,12,20,,
B6,false,TL_both,atpE,Unknown,VIC-NFQ-MGB,27.48535207724653,0.9549331740422682,2.6379342044577756,Amp,false,37281.211506136,7,18,,
B7,false,NTC,atpE,Negative Control (NTC),VIC-NFQ-MGB,Undetermined,0,,No Amp,false,37281.211506136,3,34,,
B8,false,NTC,atpE,Negative Control (NTC),VIC-NFQ-MGB,Undetermined,0,,No Amp,false,37281.211506136,3,34,,
B9,false,NTC,atpE,Negative Control (NTC),VIC-NFQ-MGB,Undetermined,0,,No Amp,false,37281.211506136,3,34,,
C1,false,Input,atpE,Unknown,VIC-NFQ-MGB,32.123646118569425,0.7628679093755496,2.466279448284768,Inconclusive,false,37281.211506136,20,26,,
C2,false,Input,atpE,Unknown,VIC-NFQ-MGB,32.15564331286587,0.7290868530121004,2.442820302362633,Amp,false,37281.211506136,19,25,,
C3,false,Input,atpE,Unknown,VIC-NFQ-MGB,32.4745223495588,0.7904396094922546,2.423046772922951,Inconclusive,false,37281.211506136,18,25,,
C4,false,TL_both,atpE,Unknown,VIC-NFQ-MGB,26.744024769644753,0.9282194851791963,2.654804755002493,Amp,false,37281.211506136,14,20,,
C5,false,TL_both,atpE,Unknown,VIC-NFQ-MGB,26.957763720157324,0.9293508611680057,2.6314260983499924,Amp,false,37281.211506136,12,20,,
C6,false,TL_both,atpE,Unknown,VIC-NFQ-MGB,27.023194787430768,0.9376541917047434,2.626674020045347,Amp,false,37281.211506136,9,20,,
C7,false,NTC,atpE,Negative Control (NTC),VIC-NFQ-MGB,Undetermined,0,,No Amp,false,37281.211506136,3,34,,
C8,false,NTC,atpE,Negative Control (NTC),VIC-NFQ-MGB,Undetermined,0,,No Amp,false,37281.211506136,3,34,,
C9,false,NTC,atpE,Negative Control (NTC),VIC-NFQ-MGB,Undetermined,0,,No Amp,false,37281.211506136,3,34,,
D1,false,BB,atpE,Unknown,VIC-NFQ-MGB,25.75991532582509,0.9217040290090202,2.699416325788372,Amp,false,37281.211506136,7,19,,
D2,false,BB,atpE,Unknown,VIC-NFQ-MGB,25.88218954521429,0.9259655077702773,2.684771916173273,Amp,false,37281.211506136,10,19,,
D3,false,BB,atpE,Unknown,VIC-NFQ-MGB,26.00839532712682,0.9350884650726266,2.6625915852552295,Amp,false,37281.211506136,10,19,,
D4,false,TL_shot,atpE,Unknown,VIC-NFQ-MGB,28.803385304742584,0.9106969291192225,2.6596099615042714,Amp,false,37281.211506136,12,21,,
D5,false,TL_shot,atpE,Unknown,VIC-NFQ-MGB,28.645980437289857,0.9169638612345965,2.6290320924479205,Amp,false,37281.211506136,15,21,,
D6,false,TL_shot,atpE,Unknown,VIC-NFQ-MGB,28.712678699629436,0.9191480652586722,2.615520660573618,Amp,false,37281.211506136,11,22,,
E1,false,BB,atpE,Unknown,VIC-NFQ-MGB,26.25774691554252,0.9227510732288584,2.681872839384607,Amp,false,37281.211506136,7,20,,
E2,false,BB,atpE,Unknown,VIC-NFQ-MGB,25.682212897754475,0.9181883278551716,2.6847787547491397,Amp,false,37281.211506136,10,19,,
E3,false,BB,atpE,Unknown,VIC-NFQ-MGB,26.091196748927125,0.9280356396446814,2.676773506312258,Amp,false,37281.211506136,9,19,,
E4,false,TL_shot,atpE,Unknown,VIC-NFQ-MGB,28.62304414475151,0.9298787362867296,2.6344100993484307,Amp,false,37281.211506136,14,21,,
E5,false,TL_shot,atpE,Unknown,VIC-NFQ-MGB,28.48873419932515,0.9214353368848617,2.617858632782452,Amp,false,37281.211506136,14,21,,
E6,false,TL_shot,atpE,Unknown,VIC-NFQ-MGB,28.40960550185526,0.9237341779977494,2.6159821745487073,Amp,false,37281.211506136,10,21,,
F1,false,BB,atpE,Unknown,VIC-NFQ-MGB,25.029877050786034,0.9320440028446143,2.682881654782128,Amp,false,37281.211506136,7,18,,
F2,false,BB,atpE,Unknown,VIC-NFQ-MGB,24.95970423430598,0.9298727324752368,2.6945216284688094,Amp,false,37281.211506136,9,19,,
F3,false,BB,atpE,Unknown,VIC-NFQ-MGB,25.213223537598374,0.9357321055040789,2.665573393684396,Amp,false,37281.211506136,12,19,,
F4,false,TL_shot_200,atpE,Unknown,VIC-NFQ-MGB,27.88511630152375,0.9240615906073743,2.642988562807005,Amp,false,37281.211506136,10,20,,
F5,false,TL_shot_200,atpE,Unknown,VIC-NFQ-MGB,28.031421915993775,0.931238562022556,2.627291578346477,Amp,false,37281.211506136,9,20,,
F6,false,TL_shot_200,atpE,Unknown,VIC-NFQ-MGB,27.954096976517363,0.9323767491339615,2.6333166842772067,Amp,false,37281.211506136,11,20,,
G1,false,BB_200,atpE,Unknown,VIC-NFQ-MGB,25.393366382644217,0.9254438844944526,2.6819847573039914,Amp,false,37281.211506136,9,18,,
G2,false,BB_200,atpE,Unknown,VIC-NFQ-MGB,25.208179851492403,0.9276746093200197,2.6808433234487694,Amp,false,37281.211506136,13,19,,
G3,false,BB_200,atpE,Unknown,VIC-NFQ-MGB,25.626344556684856,0.9367066674557396,2.669522966654452,Amp,false,37281.211506136,7,18,,
G4,false,TL_shot_200,atpE,Unknown,VIC-NFQ-MGB,27.835428479448503,0.9355828855650435,2.662276098770425,Amp,false,37281.211506136,12,21,,
G5,false,TL_shot_200,atpE,Unknown,VIC-NFQ-MGB,28.004096486380384,0.9349928847790305,2.6469062507423096,Amp,false,37281.211506136,12,21,,
G6,false,TL_shot_200,atpE,Unknown,VIC-NFQ-MGB,27.847748024731303,0.9417178519988292,2.638577601182573,Amp,false,37281.211506136,8,20,,
H1,false,BB_200,atpE,Unknown,VIC-NFQ-MGB,26.228644334329864,0.9293301204602437,2.684148121295973,Amp,false,37281.211506136,12,20,,
H2,false,BB_200,atpE,Unknown,VIC-NFQ-MGB,25.677199602952022,0.9444329079194607,2.693271887469268,Amp,false,37281.211506136,10,17,,
H3,false,BB_200,atpE,Unknown,VIC-NFQ-MGB,26.74948860995596,0.9464837988751248,2.69588106891451,Amp,false,37281.211506136,3,20,,
H4,false,TL_zirc,atpE,Unknown,VIC-NFQ-MGB,29.02031972480377,0.9455277373351719,2.678608995618514,Amp,false,37281.211506136,10,21,,
H5,false,TL_zirc,atpE,Unknown,VIC-NFQ-MGB,28.832187415933774,0.9514060707089463,2.669660989202467,Amp,false,37281.211506136,9,21,,
H6,false,TL_zirc,atpE,Unknown,VIC-NFQ-MGB,28.62286540880084,0.9457232891284816,2.676585069033607,Amp,false,37281.211506136,9,21,,
